,iter,drug,tissue,model,feature,BIC,acc,tp,tn,fp,fn,roc_auc,brier,log_loss
0,0,Atezo,KIRC,LR,IMPRES,3.510188469469484,0.5588235294117647,5,14,10,5,0.4979166666666667,0.2514062752026692,0.6959666805526408
1,1,Atezo,KIRC,LR,IMPRES,3.504132183475825,0.5,0,17,7,10,0.26458333333333334,0.25039514778108624,0.6939374869319833
2,2,Atezo,KIRC,LR,IMPRES,3.508701262066177,0.5588235294117647,4,15,9,6,0.4791666666666667,0.2503958045280722,0.69393839567011
3,3,Atezo,KIRC,LR,IMPRES,3.5095234061309064,0.5882352941176471,2,18,6,8,0.47708333333333336,0.24993592355439298,0.6930211739605897
4,4,Atezo,KIRC,LR,IMPRES,3.5077127977023066,0.47058823529411764,2,14,10,8,0.49583333333333335,0.2510717861964989,0.6952919743044252
5,5,Atezo,KIRC,LR,IMPRES,3.5057707180382947,0.5294117647058824,3,15,9,7,0.5458333333333333,0.24961478388852743,0.6923763382260901
6,6,Atezo,KIRC,LR,IMPRES,3.5053162268051894,0.4411764705882353,9,6,18,1,0.6145833333333333,0.24990689080085335,0.6929611048944944
7,7,Atezo,KIRC,LR,IMPRES,3.508224354162209,0.5882352941176471,3,17,7,7,0.48958333333333337,0.24835913794391828,0.689858680880109
8,8,Atezo,KIRC,LR,IMPRES,3.5137065125640823,0.5588235294117647,2,17,7,8,0.4145833333333333,0.2512209332990562,0.6956054538551432
9,9,Atezo,KIRC,LR,IMPRES,3.50746758910942,0.5,3,14,10,7,0.4979166666666667,0.25078228470121955,0.6947125164976267
10,10,Atezo,KIRC,LR,IMPRES,3.504708071993006,0.5588235294117647,2,17,7,8,0.5958333333333333,0.24886296068929306,0.6908728772890567
11,11,Atezo,KIRC,LR,IMPRES,3.5075564706698668,0.5882352941176471,4,16,8,6,0.5270833333333333,0.24893103569141384,0.6910053212192733
12,12,Atezo,KIRC,LR,IMPRES,3.5045879183373607,0.5882352941176471,4,16,8,6,0.6020833333333334,0.2485770915798629,0.6903009259908572
13,13,Atezo,KIRC,LR,IMPRES,3.50621895963846,0.4411764705882353,8,7,17,2,0.5333333333333333,0.2501334892643509,0.6934126751440792
14,14,Atezo,KIRC,LR,IMPRES,3.50755990660137,0.47058823529411764,3,13,11,7,0.46875,0.25081964168927984,0.6947866300817378
15,15,Atezo,KIRC,LR,IMPRES,3.5050891791420833,0.6176470588235294,4,17,7,6,0.5875,0.24902908966129775,0.6912050960071598
16,16,Atezo,KIRC,LR,IMPRES,3.5084137257864505,0.47058823529411764,9,7,17,1,0.4625,0.25206513608955267,0.697278832472372
17,17,Atezo,KIRC,LR,IMPRES,3.5056530210995573,0.4117647058823529,8,6,18,2,0.5833333333333334,0.250111951182059,0.6933711262319846
18,18,Atezo,KIRC,LR,IMPRES,3.5080053247467324,0.5588235294117647,3,16,8,7,0.5145833333333334,0.24976214544407238,0.6926726344673739
19,19,Atezo,KIRC,LR,IMPRES,3.5136442471636213,0.5294117647058824,3,15,9,7,0.41666666666666663,0.253828607217224,0.7008219368865719
20,20,Atezo,KIRC,LR,IMPRES,3.5044176197313073,0.6470588235294118,4,18,6,6,0.6479166666666667,0.24926191941488518,0.6916709607322583
21,21,Atezo,KIRC,LR,IMPRES,3.5127028933276296,0.47058823529411764,2,14,10,8,0.3770833333333333,0.2536747173175071,0.7005051640722717
22,22,Atezo,KIRC,LR,IMPRES,3.5065792868553585,0.5,4,13,11,6,0.5166666666666667,0.24995639850839968,0.6930597337090901
23,23,Atezo,KIRC,LR,IMPRES,3.5048889016035467,0.5882352941176471,3,17,7,7,0.61875,0.24884350503281047,0.6908339151500325
24,24,Atezo,KIRC,LR,IMPRES,3.504157336276508,0.7058823529411765,4,20,4,6,0.6583333333333334,0.24929993433936345,0.6917470263016453
25,25,Atezo,KIRC,LR,IMPRES,3.5088685305365366,0.5588235294117647,4,15,9,6,0.4708333333333333,0.25112769735710455,0.6954039265793014
26,26,Atezo,KIRC,LR,IMPRES,3.509605720590671,0.5294117647058824,4,14,10,6,0.4833333333333334,0.25167627426145767,0.6965055633240229
27,27,Atezo,KIRC,LR,IMPRES,3.509219692825969,0.5294117647058824,3,15,9,7,0.47083333333333344,0.25006287057198784,0.6932727693689665
28,28,Atezo,KIRC,LR,IMPRES,3.5062943603256134,0.4411764705882353,9,6,18,1,0.5729166666666666,0.2506543571225111,0.6944569449523841
29,29,Atezo,KIRC,LR,IMPRES,3.5064773113786676,0.5588235294117647,5,14,10,5,0.5291666666666667,0.24974217328744644,0.6926294273096514
30,30,Atezo,KIRC,LR,IMPRES,3.510797824598497,0.4117647058823529,3,11,13,7,0.4,0.25301080585115243,0.6991701476758597
31,31,Atezo,KIRC,LR,IMPRES,3.5071286152129515,0.5294117647058824,4,14,10,6,0.53125,0.2502707518295857,0.6936897165024805
32,32,Atezo,KIRC,LR,IMPRES,3.5057278753525742,0.6470588235294118,3,19,5,7,0.6166666666666667,0.24893672450795618,0.6910208774952344
33,33,Atezo,KIRC,LR,IMPRES,3.5130098687408493,0.4117647058823529,2,12,12,8,0.35416666666666674,0.2532127910259245,0.6995748799534672
34,34,Atezo,KIRC,LR,IMPRES,3.5075060618352465,0.6470588235294118,3,19,5,7,0.5041666666666667,0.24885889182699628,0.6908648621863017
35,35,Atezo,KIRC,LR,IMPRES,3.5056824740605697,0.5294117647058824,3,15,9,7,0.5416666666666667,0.24918655936207626,0.6915197913901225
36,36,Atezo,KIRC,LR,IMPRES,3.5051562500555518,0.5882352941176471,4,16,8,6,0.60625,0.2486246268621033,0.6903962546585939
37,37,Atezo,KIRC,LR,IMPRES,3.5048530910622784,0.4411764705882353,8,7,17,2,0.5687500000000001,0.24951322769255946,0.6921733421890746
38,38,Atezo,KIRC,LR,IMPRES,3.50625041789848,0.47058823529411764,9,7,17,1,0.53125,0.2503155495031831,0.6937780204230881
39,39,Atezo,KIRC,LR,IMPRES,3.5040598015321933,0.47058823529411764,0,16,8,10,0.32291666666666663,0.2500953491265045,0.6933378790332919
40,40,Atezo,KIRC,LR,IMPRES,3.5073042884146552,0.3235294117647059,8,3,21,2,0.4687500000000001,0.2514621530008847,0.6960709716666632
41,41,Atezo,KIRC,LR,IMPRES,3.504092302982486,0.6176470588235294,4,17,7,6,0.6625,0.24958720411253607,0.6923215834324239
42,42,Atezo,KIRC,LR,IMPRES,3.5055027781904022,0.47058823529411764,1,15,9,9,0.4895833333333333,0.24903576942454642,0.6912170099578168
43,43,Atezo,KIRC,LR,IMPRES,3.506844771973197,0.4117647058823529,10,4,20,0,0.53125,0.2514014301130846,0.6959516546599818
44,44,Atezo,KIRC,LR,IMPRES,3.5046384388572323,0.5882352941176471,3,17,7,7,0.5916666666666667,0.24918688294292335,0.6915207278142445
45,45,Atezo,KIRC,LR,IMPRES,3.5047786681664572,0.6176470588235294,4,17,7,6,0.6166666666666667,0.2482536620847137,0.6896539477732462
46,46,Atezo,KIRC,LR,IMPRES,3.5085141939084004,0.5882352941176471,3,17,7,7,0.4666666666666667,0.25009292431483254,0.6933334618787451
47,47,Atezo,KIRC,LR,IMPRES,3.5055714020045445,0.5588235294117647,5,14,10,5,0.55625,0.24944650816258668,0.6920398191766709
48,48,Atezo,KIRC,LR,IMPRES,3.5041151398900947,0.7352941176470589,6,19,5,4,0.6729166666666666,0.249388007679219,0.6919231739446808
49,49,Atezo,KIRC,LR,IMPRES,3.505323517672636,0.4117647058823529,9,5,19,1,0.5437500000000001,0.24975359456938045,0.6926534390575718
50,50,Atezo,KIRC,LR,IMPRES,3.512986896885063,0.5588235294117647,2,17,7,8,0.43124999999999997,0.25226085043007035,0.6976840344386739
51,51,Atezo,KIRC,LR,IMPRES,3.504918802019053,0.6176470588235294,5,16,8,5,0.6,0.24880606102585634,0.6907586918967703
52,52,Atezo,KIRC,LR,IMPRES,3.504054767101863,0.7058823529411765,0,24,0,10,0.5,0.25,0.6931471805599452
53,53,Atezo,KIRC,LR,IMPRES,3.5096639145503747,0.47058823529411764,2,14,10,8,0.4395833333333333,0.25120736125766396,0.6955641599151872
54,54,Atezo,KIRC,LR,IMPRES,3.5157694834541715,0.5,4,13,11,6,0.40625,0.25271693334054424,0.698607171338824
55,55,Atezo,KIRC,LR,IMPRES,3.506957773793679,0.47058823529411764,3,13,11,7,0.525,0.24942491838844852,0.6919955272333707
56,56,Atezo,KIRC,LR,IMPRES,3.504081217308328,0.6470588235294118,5,17,7,5,0.6749999999999999,0.24967798844830794,0.6925031533993389
57,57,Atezo,KIRC,LR,IMPRES,3.5087606570697094,0.4411764705882353,3,12,12,7,0.45000000000000007,0.25132100577624994,0.69578913138201
58,58,Atezo,KIRC,LR,IMPRES,3.5055672031127822,0.5,3,14,10,7,0.55625,0.24878629020276163,0.6907190976196167
59,59,Atezo,KIRC,LR,IMPRES,3.5060699009840897,0.5294117647058824,3,15,9,7,0.5750000000000001,0.24904155924372268,0.6912304543209714
60,60,Atezo,KIRC,LR,IMPRES,3.509477523730876,0.4411764705882353,3,12,12,7,0.4458333333333334,0.2513856045467881,0.6959148615587661
61,61,Atezo,KIRC,LR,IMPRES,3.504055153594043,0.7058823529411765,4,20,4,6,0.6958333333333334,0.2499502544747371,0.693047689498444
62,62,Atezo,KIRC,LR,IMPRES,3.50910739744161,0.47058823529411764,2,14,10,8,0.4375,0.25122880039440726,0.6956061691923974
63,63,Atezo,KIRC,LR,IMPRES,3.5100701951328346,0.5,2,15,9,8,0.43333333333333335,0.25162305014463066,0.6963951393608728
64,64,Atezo,KIRC,LR,IMPRES,3.5056645598688667,0.5882352941176471,4,16,8,6,0.5875000000000001,0.24918560069632026,0.6915183301691876
65,65,Atezo,KIRC,LR,IMPRES,3.507471787991258,0.5588235294117647,3,16,8,7,0.50625,0.24893473925468063,0.6910128731074128
66,66,Atezo,KIRC,LR,IMPRES,3.50543197245071,0.4411764705882353,9,6,18,1,0.5687500000000001,0.24975153812904013,0.692650089149473
67,67,Atezo,KIRC,LR,IMPRES,3.504371952737189,0.5588235294117647,3,16,8,7,0.64375,0.2490950837920268,0.6913372763538005
68,68,Atezo,KIRC,LR,IMPRES,3.5065978203194317,0.5294117647058824,2,16,8,8,0.5208333333333334,0.24887662278721834,0.690897414064609
69,69,Atezo,KIRC,LR,IMPRES,3.5046643780843407,0.6176470588235294,5,16,8,5,0.6270833333333333,0.24946088174970538,0.6920688769593288
70,70,Atezo,KIRC,LR,IMPRES,3.5051255971849553,0.6176470588235294,4,17,7,6,0.5895833333333333,0.24940086845347387,0.6919488193145289
71,71,Atezo,KIRC,LR,IMPRES,3.5155986507117625,0.4411764705882353,1,14,10,9,0.3375,0.2551401229313334,0.7034439978582823
72,72,Atezo,KIRC,LR,IMPRES,3.506969390036865,0.5294117647058824,4,14,10,6,0.525,0.2505850544499799,0.6943183244557136
73,73,Atezo,KIRC,LR,IMPRES,3.5103657529908356,0.5,4,13,11,6,0.47291666666666665,0.25148315659017384,0.6961208399830954
74,74,Atezo,KIRC,LR,IMPRES,3.5064621471134916,0.5588235294117647,3,16,8,7,0.5166666666666666,0.24920941374163638,0.6915634552901772
75,75,Atezo,KIRC,LR,IMPRES,3.504334690749567,0.47058823529411764,10,6,18,0,0.6708333333333333,0.24955974010030366,0.6922666365153467
76,76,Atezo,KIRC,LR,IMPRES,3.5040695255572993,0.7352941176470589,7,18,6,3,0.7208333333333334,0.24978293747141714,0.6927130552480127
77,77,Atezo,KIRC,LR,IMPRES,3.5047351350589637,0.20588235294117646,3,4,20,7,0.19791666666666663,0.2524944513683414,0.6981364365805584
78,78,Atezo,KIRC,LR,IMPRES,3.5048456184757066,0.5882352941176471,6,14,10,4,0.6020833333333333,0.24865134827174473,0.6904491323434824
79,79,Atezo,KIRC,LR,IMPRES,3.506957334539833,0.5,3,14,10,7,0.5041666666666667,0.24874102007743767,0.6906281199073186
80,80,Atezo,KIRC,LR,IMPRES,3.5046362369700614,0.5882352941176471,2,18,6,8,0.6,0.24865867417436333,0.690464237969556
81,81,Atezo,KIRC,LR,IMPRES,3.504310351461149,0.5294117647058824,10,8,16,0,0.6541666666666667,0.2496718514416097,0.6924908726378096
82,82,Atezo,KIRC,LR,IMPRES,3.5082757685958788,0.4411764705882353,2,13,11,8,0.44791666666666674,0.2504686662834597,0.6940827329506957
83,83,Atezo,KIRC,LR,IMPRES,3.506830647364322,0.5882352941176471,4,16,8,6,0.5229166666666667,0.2494260340892131,0.6919970434457803
84,84,Atezo,KIRC,LR,IMPRES,3.504131825337069,0.6470588235294118,4,18,6,6,0.675,0.24946174907385443,0.6920706683992187
85,85,Atezo,KIRC,LR,IMPRES,3.5050864210201507,0.5588235294117647,5,14,10,5,0.6020833333333333,0.24941759056324808,0.6919824318268499
86,86,Atezo,KIRC,LR,IMPRES,3.505048485000748,0.6470588235294118,6,16,8,4,0.625,0.24943023329621059,0.6920076148607934
87,87,Atezo,KIRC,LR,IMPRES,3.511874097775474,0.5294117647058824,3,15,9,7,0.4395833333333333,0.25089954786587193,0.6949435069364247
88,88,Atezo,KIRC,LR,IMPRES,3.506093090976952,0.5588235294117647,2,17,7,8,0.5520833333333334,0.24877833952372388,0.6907022047268466
89,89,Atezo,KIRC,LR,IMPRES,3.5152142849963797,0.47058823529411764,1,15,9,9,0.3770833333333333,0.2535713392569554,0.7003061129933039
90,90,Atezo,KIRC,LR,IMPRES,3.5069425685867683,0.5588235294117647,3,16,8,7,0.5416666666666666,0.2502242113978821,0.6935966777957683
91,91,Atezo,KIRC,LR,IMPRES,3.5087830752032847,0.5588235294117647,2,17,7,8,0.46875,0.2501579805450226,0.6934596925156672
92,92,Atezo,KIRC,LR,IMPRES,3.5099806213709472,0.5,2,15,9,8,0.4416666666666667,0.24935776979385818,0.6918485715006267
93,93,Atezo,KIRC,LR,IMPRES,3.5064113446930296,0.5294117647058824,2,16,8,8,0.53125,0.24944448749175532,0.6920357943450801
94,94,Atezo,KIRC,LR,IMPRES,3.510690729653894,0.47058823529411764,2,14,10,8,0.44166666666666665,0.2510527819316982,0.6952553948183438
95,95,Atezo,KIRC,LR,IMPRES,3.505446060298242,0.6764705882352942,6,17,7,4,0.6229166666666667,0.24927470878434796,0.6916969316138325
96,96,Atezo,KIRC,LR,IMPRES,3.504056002155137,0.6470588235294118,5,17,7,5,0.7000000000000001,0.24993143135015844,0.6930100432204848
97,97,Atezo,KIRC,LR,IMPRES,3.5043990506935714,0.6176470588235294,4,17,7,6,0.6333333333333333,0.24937903780227344,0.6919051890543668
98,98,Atezo,KIRC,LR,IMPRES,3.514327932221091,0.47058823529411764,1,15,9,9,0.43125,0.25143305433369195,0.6960352630208204
99,99,Atezo,KIRC,LR,IMPRES,3.5049644878450987,0.5588235294117647,3,16,8,7,0.5833333333333334,0.24874851790890257,0.6906439015206255
100,0,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.6458333333333334,0.1982352941176471,0.5844217077682119
101,1,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.6875000000000001,0.18933823529411764,0.5450448177924931
102,2,Atezo,KIRC,KNN,IMPRES,NA,0.6764705882352942,0,23,1,10,0.4791666666666667,0.27205882352941174,1.7328679513998635
103,3,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.4625,0.29411764705882354,7.665392349721747
104,4,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.5270833333333333,0.22558823529411764,0.6509554170628815
105,5,Atezo,KIRC,KNN,IMPRES,NA,0.4117647058823529,1,13,11,9,0.33333333333333337,0.29794117647058826,0.8139587631630351
106,6,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.5666666666666667,0.20955882352941177,0.6129046553971458
107,7,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.5958333333333333,0.20588235294117646,0.5994531109356113
108,8,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.46041666666666664,0.22911764705882356,0.6928849707309805
109,9,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.49999999999999994,0.24356617647058823,0.6914379027730804
110,10,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.7395833333333333,0.17647058823529413,0.5205742399794192
111,11,Atezo,KIRC,KNN,IMPRES,NA,0.6176470588235294,6,15,9,4,0.58125,0.29738562091503273,0.8349805153138551
112,12,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.55,0.21405228758169934,0.6264156521033876
113,13,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.39583333333333326,0.26552287581699346,0.7433401524912089
114,14,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.3520833333333333,0.2952941176470588,5.741419498094096
115,15,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.31875,0.2957516339869281,5.728918406553488
116,16,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.375,0.2775735294117647,2.733061656932426
117,17,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.5333333333333333,0.21058823529411766,0.6145945607189871
118,18,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.39375,0.28308823529411764,7.6565325524914485
119,19,Atezo,KIRC,KNN,IMPRES,NA,0.5,5,12,12,5,0.5,0.27941176470588236,1.7479957895160496
120,20,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.4541666666666667,0.2573529411764706,2.6887637936012307
121,21,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.65,0.21895424836601307,1.599808421773911
122,22,Atezo,KIRC,KNN,IMPRES,NA,0.6764705882352942,0,23,1,10,0.35000000000000003,0.3235294117647059,5.786353418922591
123,23,Atezo,KIRC,KNN,IMPRES,NA,0.4411764705882353,1,14,10,9,0.3333333333333333,0.34375,0.9050766759915005
124,24,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.5979166666666667,0.2147058823529412,0.6313318944742755
125,25,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.48541666666666666,0.23937908496732027,0.6782459897894629
126,26,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.6791666666666667,0.1895424836601307,0.5593901060334838
127,27,Atezo,KIRC,KNN,IMPRES,NA,0.6764705882352942,0,23,1,10,0.5770833333333334,0.2426470588235294,2.6298819497715575
128,28,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.5229166666666667,0.22058823529411767,0.6543941430091116
129,29,Atezo,KIRC,KNN,IMPRES,NA,0.6764705882352942,0,23,1,10,0.53125,0.27941176470588236,6.646058260663004
130,30,Atezo,KIRC,KNN,IMPRES,NA,0.47058823529411764,4,12,12,6,0.41666666666666663,0.3400735294117647,0.9093295230999794
131,31,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.5,0.23115808823529413,1.6426558699482297
132,32,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.5833333333333334,0.20676470588235296,0.6092635975841646
133,33,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.48125,0.2647058823529412,4.660819626934494
134,34,Atezo,KIRC,KNN,IMPRES,NA,0.5882352941176471,3,17,7,7,0.5229166666666667,0.3897058823529412,11.844662114862594
135,35,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.5291666666666667,0.27941176470588236,9.581740437152185
136,36,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.575,0.25,6.564511533538305
137,37,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.5708333333333333,0.21058823529411766,0.6213323045942456
138,38,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.4625,0.26552287581699346,4.661184995169746
139,39,Atezo,KIRC,KNN,IMPRES,NA,0.6764705882352942,7,16,8,3,0.6958333333333333,0.3602941176470588,8.827433211248714
140,40,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.5958333333333334,0.21001838235294118,0.6063748013402515
141,41,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.46875,0.2670588235294118,3.695627268645671
142,42,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.5541666666666667,0.2273529411764706,0.6770967596385421
143,43,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.6375,0.20174632352941177,0.593124423239581
144,44,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.5791666666666666,0.23161764705882354,2.6060310610593125
145,45,Atezo,KIRC,KNN,IMPRES,NA,0.5,3,14,10,7,0.4708333333333333,0.2626470588235294,0.7295876777386504
146,46,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.4604166666666667,0.22764705882352948,0.6751793845955322
147,47,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.6291666666666667,0.1961764705882353,0.5719856691095153
