,iter,drug,tissue,model,feature,acc,bal_acc,tp,tn,fp,fn,f1,av_prec,roc_auc,pr_auc
44,44,Atezo,BLCA,LR,PD-L1_LCC,0.7571428571428571,0.6071428571428571,5,48,8,9,0.3703703703703704,0.32583650678302334,0.6568877551020408,0.2883929158897777
45,45,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.5446428571428572,4,45,11,10,0.2758620689655172,0.274032743505842,0.6543367346938775,0.25192794029721266
46,46,Atezo,BLCA,LR,PD-L1_LCC,0.7428571428571429,0.7053571428571429,9,43,13,5,0.5000000000000001,0.39794832012877124,0.6849489795918369,0.37730649966420904
47,47,Atezo,BLCA,LR,PD-L1_LCC,0.7285714285714285,0.6160714285714286,6,45,11,8,0.3870967741935484,0.4057285706680333,0.6479591836734694,0.3668983391816752
48,48,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.5982142857142857,6,43,13,8,0.36363636363636365,0.3604385204287597,0.6658163265306122,0.3271001351230987
49,49,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5892857142857143,6,42,14,8,0.3529411764705882,0.3088791437627683,0.6517857142857143,0.2819875115628359
50,50,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.5982142857142857,6,43,13,8,0.36363636363636365,0.4001690671993259,0.6811224489795918,0.38625393662759544
51,51,Atezo,BLCA,LR,PD-L1_LCC,0.7142857142857143,0.5267857142857143,3,47,9,11,0.23076923076923075,0.259567665450524,0.6224489795918368,0.23213688654680104
52,52,Atezo,BLCA,LR,PD-L1_LCC,0.6571428571428571,0.5178571428571428,4,42,14,10,0.25,0.2614658798752575,0.5816326530612245,0.23196461140237346
53,53,Atezo,BLCA,LR,PD-L1_LCC,0.7285714285714285,0.5625,4,47,9,10,0.29629629629629634,0.25856542972570346,0.5778061224489797,0.23380330771160598
54,54,Atezo,BLCA,LR,PD-L1_LCC,0.6428571428571429,0.5892857142857143,7,38,18,7,0.358974358974359,0.24132774399872509,0.6033163265306123,0.22172922529685868
55,55,Atezo,BLCA,LR,PD-L1_LCC,0.7428571428571429,0.6517857142857143,7,45,11,7,0.43750000000000006,0.3146473181695729,0.6275510204081632,0.28240709748199677
56,56,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5357142857142857,4,44,12,10,0.26666666666666666,0.2415781518026507,0.528061224489796,0.21630392339149462
57,57,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.6339285714285714,8,39,17,6,0.41025641025641024,0.3046281789948201,0.639030612244898,0.2757914205246232
58,58,Atezo,BLCA,LR,PD-L1_LCC,0.7428571428571429,0.5714285714285714,4,48,8,10,0.30769230769230765,0.30840462743787866,0.6403061224489797,0.27661031041890144
59,59,Atezo,BLCA,LR,PD-L1_LCC,0.6285714285714286,0.5267857142857143,5,39,17,9,0.2777777777777778,0.24950125140956275,0.5803571428571429,0.22640398778912518
60,60,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.6785714285714286,9,40,16,5,0.4615384615384615,0.3238006463561795,0.7410714285714286,0.29936148410609387
61,61,Atezo,BLCA,LR,PD-L1_LCC,0.6142857142857143,0.5178571428571429,5,38,18,9,0.27027027027027023,0.3595343119416233,0.6696428571428572,0.3209605165021588
62,62,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5625,5,43,13,9,0.31250000000000006,0.2772689331403664,0.6415816326530612,0.25442861647819937
63,63,Atezo,BLCA,LR,PD-L1_LCC,0.7142857142857143,0.5,2,48,8,12,0.16666666666666666,0.22410086936126297,0.5229591836734694,0.19984625417798996
64,64,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.6696428571428572,9,39,17,5,0.45,0.3236671265321464,0.7053571428571428,0.29715005259071464
65,65,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.5982142857142857,6,43,13,8,0.36363636363636365,0.34697574365934936,0.6313775510204083,0.32814861433180376
66,66,Atezo,BLCA,LR,PD-L1_LCC,0.7142857142857143,0.6071428571428571,6,44,12,8,0.375,0.2880279171361751,0.6734693877551021,0.2643056892209378
67,67,Atezo,BLCA,LR,PD-L1_LCC,0.6571428571428571,0.5714285714285714,6,40,16,8,0.33333333333333326,0.2632890321104571,0.625,0.23896495545683252
68,68,Atezo,BLCA,LR,PD-L1_LCC,0.6571428571428571,0.625,8,38,18,6,0.4,0.3177481492752429,0.6709183673469388,0.2892618483451191
69,69,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.6428571428571428,8,40,16,6,0.4210526315789474,0.537898075532348,0.701530612244898,0.5234601925105576
70,70,Atezo,BLCA,LR,PD-L1_LCC,0.6571428571428571,0.5446428571428571,5,41,15,9,0.2941176470588235,0.26972022257448575,0.6428571428571428,0.24528061986269373
71,71,Atezo,BLCA,LR,PD-L1_LCC,0.7285714285714285,0.6696428571428572,8,43,13,6,0.4571428571428571,0.3518134883140378,0.6607142857142858,0.3184494945589656
72,72,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.6071428571428572,7,40,16,7,0.3783783783783784,0.30255278809579883,0.6875,0.2774008193598172
73,73,Atezo,BLCA,LR,PD-L1_LCC,0.7285714285714285,0.6160714285714286,6,45,11,8,0.3870967741935484,0.2707098531673865,0.6262755102040816,0.2480445883701377
74,74,Atezo,BLCA,LR,PD-L1_LCC,0.6142857142857143,0.5446428571428571,6,37,19,8,0.30769230769230765,0.2948721652719491,0.5816326530612245,0.2582991735931168
75,75,Atezo,BLCA,LR,PD-L1_LCC,0.7857142857142857,0.6785714285714286,7,48,8,7,0.4827586206896552,0.3918579190488436,0.6772959183673469,0.3581709086611204
76,76,Atezo,BLCA,LR,PD-L1_LCC,0.7857142857142857,0.625,5,50,6,9,0.4,0.32989144535062903,0.6339285714285714,0.2919298594042317
77,77,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5357142857142857,4,44,12,10,0.26666666666666666,0.2619092700234893,0.6250000000000001,0.23977379818732122
78,78,Atezo,BLCA,LR,PD-L1_LCC,0.7142857142857143,0.5803571428571429,5,45,11,9,0.3333333333333333,0.38954479875548154,0.7257653061224489,0.3496320755484398
79,79,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.6160714285714286,7,41,15,7,0.3888888888888889,0.3075211734887748,0.659438775510204,0.2812959544125919
80,80,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5625,5,43,13,9,0.31250000000000006,0.3366844114182179,0.6747448979591837,0.3036719903388677
81,81,Atezo,BLCA,LR,PD-L1_LCC,0.7142857142857143,0.5803571428571429,5,45,11,9,0.3333333333333333,0.30763404868642313,0.6441326530612245,0.2714369575497938
82,82,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.6071428571428572,7,40,16,7,0.3783783783783784,0.2744530059151784,0.5778061224489796,0.24423873835917914
83,83,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.6339285714285714,8,39,17,6,0.41025641025641024,0.3285781107905764,0.6543367346938775,0.2959268072424544
84,84,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.5535714285714286,5,42,14,9,0.30303030303030304,0.23110444606326663,0.5765306122448979,0.2112634160335159
85,85,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.5535714285714286,5,42,14,9,0.30303030303030304,0.2493257141198257,0.5663265306122449,0.22491118338499053
86,86,Atezo,BLCA,LR,PD-L1_LCC,0.6,0.48214285714285715,4,38,18,10,0.2222222222222222,0.20628054964882664,0.5063775510204082,0.1869558505597659
87,87,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5892857142857143,6,42,14,8,0.3529411764705882,0.3160301775776422,0.645408163265306,0.28404085667077866
88,88,Atezo,BLCA,LR,PD-L1_LCC,0.6142857142857143,0.49107142857142855,4,39,17,10,0.22857142857142854,0.2519243830602069,0.5816326530612246,0.2241720904267996
89,89,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.5,3,44,12,11,0.20689655172413796,0.23175049159176447,0.5599489795918368,0.2102224367354499
90,90,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.6517857142857142,8,41,15,6,0.4324324324324324,0.39283652505291156,0.7130102040816326,0.3721892604740341
91,91,Atezo,BLCA,LR,PD-L1_LCC,0.7285714285714285,0.5892857142857143,5,46,10,9,0.3448275862068965,0.3506506741104217,0.6466836734693877,0.33097274186063064
92,92,Atezo,BLCA,LR,PD-L1_LCC,0.7285714285714285,0.6428571428571428,7,44,12,7,0.4242424242424242,0.3758315690774955,0.6683673469387755,0.3460436596971372
93,93,Atezo,BLCA,LR,PD-L1_LCC,0.7142857142857143,0.6607142857142857,8,42,14,6,0.4444444444444444,0.3510547015190978,0.6709183673469388,0.31225575509240067
94,94,Atezo,BLCA,LR,PD-L1_LCC,0.7285714285714285,0.5625,4,47,9,10,0.29629629629629634,0.35480453841615694,0.6862244897959183,0.316033803284863
95,95,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.5982142857142857,6,43,13,8,0.36363636363636365,0.41205869076713486,0.6211734693877551,0.39828978953196614
96,96,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.6339285714285714,8,39,17,6,0.41025641025641024,0.32387574195973085,0.6683673469387755,0.2973478592156875
97,97,Atezo,BLCA,LR,PD-L1_LCC,0.7571428571428571,0.6607142857142857,7,46,10,7,0.45161290322580644,0.37512078429971485,0.7232142857142857,0.3413967425909788
98,98,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5357142857142857,4,44,12,10,0.26666666666666666,0.2643193969248339,0.5918367346938775,0.23497447784754144
99,99,Atezo,BLCA,LR,PD-L1_LCC,0.7857142857142857,0.7589285714285714,10,45,11,4,0.5714285714285714,0.348273310211257,0.6785714285714286,0.319109877827844
0,0,Atezo,BLCA,LR,PD-L1_wm,0.6714285714285714,0.6875,10,37,19,4,0.46511627906976755,0.4827234987343,0.7372448979591837,0.46091604733125524
1,1,Atezo,BLCA,LR,PD-L1_wm,0.6571428571428571,0.6785714285714286,10,36,20,4,0.4545454545454545,0.5057554830664075,0.7232142857142858,0.46776911398607507
2,2,Atezo,BLCA,LR,PD-L1_wm,0.6,0.6696428571428572,11,31,25,3,0.43999999999999995,0.33552322421368463,0.6543367346938775,0.2976369829635089
3,3,Atezo,BLCA,LR,PD-L1_wm,0.6142857142857143,0.5714285714285714,7,36,20,7,0.3414634146341463,0.24969615001351098,0.5867346938775511,0.22715188530512195
4,4,Atezo,BLCA,LR,PD-L1_wm,0.6142857142857143,0.5714285714285714,7,36,20,7,0.3414634146341463,0.3353309908332135,0.5790816326530611,0.2982257970370337
5,5,Atezo,BLCA,LR,PD-L1_wm,0.6714285714285714,0.6071428571428572,7,40,16,7,0.3783783783783784,0.4069306005507358,0.7538265306122449,0.3864980458157997
6,6,Atezo,BLCA,LR,PD-L1_wm,0.5,0.4732142857142857,6,29,27,8,0.2553191489361702,0.33275930214108806,0.5752551020408163,0.2958269845186628
7,7,Atezo,BLCA,LR,PD-L1_wm,0.6,0.5357142857142857,6,36,20,8,0.3,0.27606323733297017,0.6339285714285714,0.25204408813953433
8,8,Atezo,BLCA,LR,PD-L1_wm,0.6142857142857143,0.5982142857142857,8,35,21,6,0.37209302325581395,0.380888358551682,0.7346938775510203,0.34803786785383123
9,9,Atezo,BLCA,LR,PD-L1_wm,0.5857142857142857,0.5,5,36,20,9,0.25641025641025644,0.28247509809413135,0.5765306122448979,0.2474659363023408
10,10,Atezo,BLCA,LR,PD-L1_wm,0.6,0.6160714285714286,9,33,23,5,0.391304347826087,0.3593125681008334,0.6517857142857143,0.3202897249074789
11,11,Atezo,BLCA,LR,PD-L1_wm,0.6142857142857143,0.625,9,34,22,5,0.4,0.5018993755766834,0.7091836734693878,0.4820220267943276
12,12,Atezo,BLCA,LR,PD-L1_wm,0.6857142857142857,0.6428571428571428,8,40,16,6,0.4210526315789474,0.5606676209407466,0.7244897959183673,0.5488748683479927
13,13,Atezo,BLCA,LR,PD-L1_wm,0.6142857142857143,0.5714285714285714,7,36,20,7,0.3414634146341463,0.3430242182815665,0.7015306122448979,0.30490321985970154
14,14,Atezo,BLCA,LR,PD-L1_wm,0.6285714285714286,0.6071428571428572,8,36,20,6,0.38095238095238093,0.42631177985190205,0.75,0.38635689396577083
15,15,Atezo,BLCA,LR,PD-L1_wm,0.6857142857142857,0.6964285714285714,10,38,18,4,0.4761904761904762,0.34766751356650066,0.6926020408163265,0.31001358093963355
16,16,Atezo,BLCA,LR,PD-L1_wm,0.6285714285714286,0.5803571428571428,7,37,19,7,0.35000000000000003,0.30773297272198796,0.6122448979591837,0.2756298236394169
17,17,Atezo,BLCA,LR,PD-L1_wm,0.6714285714285714,0.7410714285714286,12,35,21,2,0.5106382978723404,0.45520060655930217,0.7704081632653061,0.4326749275696906
18,18,Atezo,BLCA,LR,PD-L1_wm,0.6428571428571429,0.6964285714285714,11,34,22,3,0.4680851063829786,0.5142816104009925,0.75,0.4995047572422434
19,19,Atezo,BLCA,LR,PD-L1_wm,0.6285714285714286,0.6339285714285714,9,35,21,5,0.4090909090909091,0.30614756646540336,0.6607142857142857,0.27868532343934943
20,20,Atezo,BLCA,LR,PD-L1_wm,0.6142857142857143,0.5714285714285714,7,36,20,7,0.3414634146341463,0.3773731226740873,0.7104591836734694,0.35701295723115445
21,21,Atezo,BLCA,LR,PD-L1_wm,0.7285714285714285,0.6696428571428572,8,43,13,6,0.4571428571428571,0.45436018261125044,0.7346938775510204,0.41503963677813444
22,22,Atezo,BLCA,LR,PD-L1_wm,0.6285714285714286,0.5803571428571428,7,37,19,7,0.35000000000000003,0.3247557311632153,0.6122448979591837,0.28725350757354257
23,23,Atezo,BLCA,LR,PD-L1_wm,0.5714285714285714,0.4910714285714286,5,35,21,9,0.25,0.26389279471635363,0.5293367346938775,0.22834040550627158
24,24,Atezo,BLCA,LR,PD-L1_wm,0.6714285714285714,0.6071428571428572,7,40,16,7,0.3783783783783784,0.3724502593679613,0.6517857142857142,0.35211891074246626
25,25,Atezo,BLCA,LR,PD-L1_wm,0.6857142857142857,0.6964285714285714,10,38,18,4,0.4761904761904762,0.4646872094891929,0.8022959183673469,0.42431563680066214
26,26,Atezo,BLCA,LR,PD-L1_wm,0.7142857142857143,0.6875,9,41,15,5,0.4736842105263159,0.4601711139001055,0.7589285714285714,0.4203168295370157
27,27,Atezo,BLCA,LR,PD-L1_wm,0.8428571428571429,0.7946428571428572,10,49,7,4,0.6451612903225806,0.68739996890618,0.9119897959183674,0.6743238715370611
28,28,Atezo,BLCA,LR,PD-L1_wm,0.5857142857142857,0.6339285714285714,10,31,25,4,0.40816326530612246,0.41776388575909756,0.7193877551020408,0.3776641436093046
29,29,Atezo,BLCA,LR,PD-L1_wm,0.5571428571428572,0.5357142857142857,7,32,24,7,0.3111111111111111,0.38390192896771846,0.6543367346938775,0.36343573635509663
30,30,Atezo,BLCA,LR,PD-L1_wm,0.6857142857142857,0.6964285714285714,10,38,18,4,0.4761904761904762,0.43603979226099043,0.7678571428571428,0.41440217977538074
31,31,Atezo,BLCA,LR,PD-L1_wm,0.6571428571428571,0.6785714285714286,10,36,20,4,0.4545454545454545,0.41295072525202015,0.7614795918367346,0.379044023503976
32,32,Atezo,BLCA,LR,PD-L1_wm,0.6857142857142857,0.6696428571428572,9,39,17,5,0.45,0.6470861621107926,0.7806122448979592,0.6396727172565527
33,33,Atezo,BLCA,LR,PD-L1_wm,0.7285714285714285,0.75,11,40,16,3,0.5365853658536585,0.6119416857652151,0.8188775510204083,0.5974123796248962
34,34,Atezo,BLCA,LR,PD-L1_wm,0.6571428571428571,0.5982142857142857,7,39,17,7,0.3684210526315789,0.30259904697381584,0.6084183673469388,0.27640450485162377
35,35,Atezo,BLCA,LR,PD-L1_wm,0.6,0.5625,7,35,21,7,0.3333333333333333,0.3160154893267624,0.596938775510204,0.29827270599319033
36,36,Atezo,BLCA,LR,PD-L1_wm,0.7,0.7053571428571428,10,39,17,4,0.4878048780487805,0.42803007314036723,0.7448979591836735,0.3936404213942117
37,37,Atezo,BLCA,LR,PD-L1_wm,0.7,0.6517857142857142,8,41,15,6,0.4324324324324324,0.5042934582064194,0.7372448979591837,0.48384875496590896
38,38,Atezo,BLCA,LR,PD-L1_wm,0.7142857142857143,0.6607142857142857,8,42,14,6,0.4444444444444444,0.5304977892895897,0.7002551020408164,0.5206343951031848
39,39,Atezo,BLCA,LR,PD-L1_wm,0.6285714285714286,0.6339285714285714,9,35,21,5,0.4090909090909091,0.42705207540366663,0.6951530612244898,0.40535420747688833
40,40,Atezo,BLCA,LR,PD-L1_wm,0.7714285714285715,0.6964285714285714,8,46,10,6,0.5,0.404613902097819,0.7321428571428572,0.3708690315515271
41,41,Atezo,BLCA,LR,PD-L1_wm,0.6428571428571429,0.6160714285714286,8,37,19,6,0.3902439024390244,0.36935182850632053,0.6785714285714285,0.35055373124550926
42,42,Atezo,BLCA,LR,PD-L1_wm,0.6285714285714286,0.6071428571428572,8,36,20,6,0.38095238095238093,0.432190435733368,0.6441326530612246,0.417637985323317
43,43,Atezo,BLCA,LR,PD-L1_wm,0.6142857142857143,0.625,9,34,22,5,0.4,0.29399074436372097,0.6479591836734694,0.2657917265885643
44,44,Atezo,BLCA,LR,PD-L1_wm,0.6142857142857143,0.5982142857142857,8,35,21,6,0.37209302325581395,0.27604822088210795,0.6249999999999999,0.25106564266521264
45,45,Atezo,BLCA,LR,PD-L1_wm,0.6142857142857143,0.6785714285714286,11,32,24,3,0.44897959183673464,0.39391793437359934,0.7168367346938775,0.37277332995988244
46,46,Atezo,BLCA,LR,PD-L1_wm,0.7142857142857143,0.6071428571428571,6,44,12,8,0.375,0.3214296495245652,0.6632653061224489,0.2838349163385799
47,47,Atezo,BLCA,LR,PD-L1_wm,0.6285714285714286,0.5803571428571428,7,37,19,7,0.35000000000000003,0.3107116520630707,0.6415816326530612,0.27929034520633816
48,48,Atezo,BLCA,LR,PD-L1_wm,0.7428571428571429,0.7053571428571429,9,43,13,5,0.5000000000000001,0.4837778526963774,0.7410714285714286,0.46753626693590566
49,49,Atezo,BLCA,LR,PD-L1_wm,0.6142857142857143,0.5982142857142857,8,35,21,6,0.37209302325581395,0.41992084446937,0.7423469387755102,0.37984623216585195
50,50,Atezo,BLCA,LR,PD-L1_wm,0.7714285714285715,0.8035714285714286,12,42,14,2,0.6,0.49069022247593674,0.8545918367346939,0.4559490430149192
51,51,Atezo,BLCA,LR,PD-L1_wm,0.6,0.5625,7,35,21,7,0.3333333333333333,0.30402232157214104,0.582908163265306,0.266420628485517
52,52,Atezo,BLCA,LR,PD-L1_wm,0.6285714285714286,0.6071428571428572,8,36,20,6,0.38095238095238093,0.44472664281231145,0.6875,0.4300511715876496
53,53,Atezo,BLCA,LR,PD-L1_wm,0.6285714285714286,0.5803571428571428,7,37,19,7,0.35000000000000003,0.40627264323471557,0.6670918367346939,0.3917109594319256
54,54,Atezo,BLCA,LR,PD-L1_wm,0.6285714285714286,0.5803571428571428,7,37,19,7,0.35000000000000003,0.32779943253663013,0.6454081632653061,0.295247130069145
55,55,Atezo,BLCA,LR,PD-L1_wm,0.6285714285714286,0.6875,11,33,23,3,0.45833333333333326,0.36902709999931904,0.7423469387755102,0.33059992180134457
56,56,Atezo,BLCA,LR,PD-L1_wm,0.6142857142857143,0.5714285714285714,7,36,20,7,0.3414634146341463,0.22958907752692553,0.5548469387755102,0.2108090387820472
57,57,Atezo,BLCA,LR,PD-L1_wm,0.5714285714285714,0.5178571428571428,6,34,22,8,0.2857142857142857,0.3395533296493207,0.5599489795918368,0.3203543877638137
58,58,Atezo,BLCA,LR,PD-L1_wm,0.6428571428571429,0.6160714285714286,8,37,19,6,0.3902439024390244,0.5082378448332066,0.6926020408163266,0.4959717019241141
59,59,Atezo,BLCA,LR,PD-L1_wm,0.7,0.7321428571428572,11,38,18,3,0.5116279069767441,0.5624386738577515,0.8214285714285714,0.5468644263370017
60,60,Atezo,BLCA,LR,PD-L1_wm,0.6857142857142857,0.6964285714285714,10,38,18,4,0.4761904761904762,0.38913238745937606,0.6887755102040817,0.35525705957523673
61,61,Atezo,BLCA,LR,PD-L1_wm,0.5285714285714286,0.5446428571428572,8,29,27,6,0.32653061224489793,0.29136945476352594,0.6415816326530612,0.25598029472076117
62,62,Atezo,BLCA,LR,PD-L1_wm,0.6,0.5357142857142857,6,36,20,8,0.3,0.25230011762976284,0.5612244897959184,0.22953215849907485
63,63,Atezo,BLCA,LR,PD-L1_wm,0.7,0.6517857142857142,8,41,15,6,0.4324324324324324,0.4925782360679145,0.6938775510204082,0.4813897361698988
64,64,Atezo,BLCA,LR,PD-L1_wm,0.5714285714285714,0.5446428571428572,7,33,23,7,0.3181818181818182,0.2433877823927188,0.5522959183673469,0.21557292016030855
65,65,Atezo,BLCA,LR,PD-L1_wm,0.6428571428571429,0.6160714285714286,8,37,19,6,0.3902439024390244,0.2918134267798973,0.663265306122449,0.2647110973991978
66,66,Atezo,BLCA,LR,PD-L1_wm,0.7142857142857143,0.7142857142857143,10,40,16,4,0.5,0.5246668687367188,0.8163265306122449,0.4851302803794911
67,67,Atezo,BLCA,LR,PD-L1_wm,0.6,0.5892857142857142,8,34,22,6,0.36363636363636365,0.34820591198163875,0.6760204081632653,0.3092030076853373
68,68,Atezo,BLCA,LR,PD-L1_wm,0.6285714285714286,0.6875,11,33,23,3,0.45833333333333326,0.5475847535415965,0.7933673469387755,0.5257029895464373
69,69,Atezo,BLCA,LR,PD-L1_wm,0.7142857142857143,0.6875,9,41,15,5,0.4736842105263159,0.36514560567645593,0.7053571428571428,0.3258043219420525
70,70,Atezo,BLCA,LR,PD-L1_wm,0.6714285714285714,0.6339285714285714,8,39,17,6,0.41025641025641024,0.4455190827710127,0.6913265306122449,0.423553231114145
71,71,Atezo,BLCA,LR,PD-L1_wm,0.6428571428571429,0.6428571428571429,9,36,20,5,0.4186046511627907,0.3454613736633464,0.6326530612244898,0.30690301737277254
72,72,Atezo,BLCA,LR,PD-L1_wm,0.5,0.5267857142857143,8,27,29,6,0.3137254901960784,0.3478714135529387,0.5548469387755103,0.32853534581792276
73,73,Atezo,BLCA,LR,PD-L1_wm,0.5714285714285714,0.5178571428571428,6,34,22,8,0.2857142857142857,0.37235206577039814,0.6377551020408164,0.35272008931896137
74,74,Atezo,BLCA,LR,PD-L1_wm,0.6857142857142857,0.7232142857142857,11,37,19,3,0.5,0.4560084260977118,0.7755102040816327,0.41569838032086853
75,75,Atezo,BLCA,LR,PD-L1_wm,0.5714285714285714,0.5982142857142858,9,31,25,5,0.37499999999999994,0.44685342139867434,0.6926020408163265,0.4248059343570758
76,76,Atezo,BLCA,LR,PD-L1_wm,0.6,0.5357142857142857,6,36,20,8,0.3,0.2648173725946584,0.5994897959183674,0.24039654810161085
77,77,Atezo,BLCA,LR,PD-L1_wm,0.6571428571428571,0.5446428571428571,5,41,15,9,0.2941176470588235,0.33390606637808745,0.6403061224489796,0.295797567560327
78,78,Atezo,BLCA,LR,PD-L1_wm,0.6428571428571429,0.6428571428571429,9,36,20,5,0.4186046511627907,0.33128627892469015,0.6862244897959184,0.30440747049039557
79,79,Atezo,BLCA,LR,PD-L1_wm,0.6428571428571429,0.7767857142857143,14,31,25,0,0.5283018867924528,0.44165166476090845,0.8112244897959184,0.4023168994583235
80,80,Atezo,BLCA,LR,PD-L1_wm,0.6428571428571429,0.6964285714285714,11,34,22,3,0.4680851063829786,0.44044604194980136,0.798469387755102,0.4095465875606445
81,81,Atezo,BLCA,LR,PD-L1_wm,0.6428571428571429,0.6160714285714286,8,37,19,6,0.3902439024390244,0.31933104487007624,0.6977040816326531,0.2879010016899683
82,82,Atezo,BLCA,LR,PD-L1_wm,0.6142857142857143,0.5982142857142857,8,35,21,6,0.37209302325581395,0.3621075036107195,0.6785714285714286,0.3427710985139826
83,83,Atezo,BLCA,LR,PD-L1_wm,0.6857142857142857,0.7232142857142857,11,37,19,3,0.5,0.4034602302459446,0.7742346938775511,0.36987299943160373
84,84,Atezo,BLCA,LR,PD-L1_wm,0.6142857142857143,0.625,9,34,22,5,0.4,0.41763098621545447,0.6938775510204083,0.3959328693248131
85,85,Atezo,BLCA,LR,PD-L1_wm,0.5857142857142857,0.6339285714285714,10,31,25,4,0.40816326530612246,0.28279912090944465,0.6823979591836735,0.2589521982118346
86,86,Atezo,BLCA,LR,PD-L1_wm,0.5857142857142857,0.6339285714285714,10,31,25,4,0.40816326530612246,0.44164355964444413,0.7283163265306123,0.4204924098719047
87,87,Atezo,BLCA,LR,PD-L1_wm,0.6,0.5625,7,35,21,7,0.3333333333333333,0.34329169714742425,0.653061224489796,0.3255026190362956
88,88,Atezo,BLCA,LR,PD-L1_wm,0.6571428571428571,0.625,8,38,18,6,0.4,0.31365100336483753,0.6798469387755102,0.2897013725857832
89,89,Atezo,BLCA,LR,PD-L1_wm,0.6714285714285714,0.6607142857142858,9,38,18,5,0.43902439024390244,0.39683237470043975,0.6900510204081634,0.3759833287876163
90,90,Atezo,BLCA,LR,PD-L1_wm,0.6,0.5625,7,35,21,7,0.3333333333333333,0.2586123241936875,0.5867346938775511,0.2320701036499234
91,91,Atezo,BLCA,LR,PD-L1_wm,0.5857142857142857,0.5803571428571428,8,33,23,6,0.35555555555555557,0.46889779008201515,0.7091836734693878,0.4479495844396272
92,92,Atezo,BLCA,LR,PD-L1_wm,0.5714285714285714,0.625,10,30,26,4,0.4,0.3322476976378854,0.6607142857142857,0.29942530265611084
93,93,Atezo,BLCA,LR,PD-L1_wm,0.5857142857142857,0.5803571428571428,8,33,23,6,0.35555555555555557,0.25524129875325996,0.5778061224489796,0.2227949521123853
94,94,Atezo,BLCA,LR,PD-L1_wm,0.6285714285714286,0.6875,11,33,23,3,0.45833333333333326,0.414762169139969,0.7563775510204082,0.37453891281263857
95,95,Atezo,BLCA,LR,PD-L1_wm,0.6571428571428571,0.5714285714285714,6,40,16,8,0.33333333333333326,0.2551818447663403,0.5650510204081634,0.22669679293885336
96,96,Atezo,BLCA,LR,PD-L1_wm,0.5714285714285714,0.5178571428571428,6,34,22,8,0.2857142857142857,0.25255187980004573,0.5573979591836735,0.22800679712139793
97,97,Atezo,BLCA,LR,PD-L1_wm,0.6142857142857143,0.625,9,34,22,5,0.4,0.4274920944279146,0.6466836734693878,0.4064111697992784
98,98,Atezo,BLCA,LR,PD-L1_wm,0.6,0.5625,7,35,21,7,0.3333333333333333,0.3330623809984865,0.6517857142857143,0.3035132295645547
99,99,Atezo,BLCA,LR,PD-L1_wm,0.5571428571428572,0.5625,8,31,25,6,0.3404255319148936,0.3372942013719916,0.6173469387755102,0.29961047143557673
